"typ";"rozmiar";"pomiar"
0;15500;150.000000
0;15500;150.000000
0;15500;150.000000
0;15500;150.000000
0;15500;140.000000
0;15500;140.000000
0;15500;150.000000
0;15500;150.000000
0;15500;150.000000
0;16000;150.000000
0;16000;150.000000
